Logging to logs/selfsup_mamba_20251020-224608
GPU is available
Using device: cuda
training lstm
[01] train=1.1348e-01 | val=1.0013e-01 | L=8.97e-02 E=1.04e-02 Dyn=2.01e+00 | eig-ratio-L2=2.377e-01 axis-align=0.826
[87] train=4.6427e-02 | val=5.9089e-02 | L=4.78e-02 E=1.13e-02 Dyn=8.20e-01 | eig-ratio-L2=1.576e-01 axis-align=0.890
[88] train=4.5659e-02 | val=5.7329e-02 | L=4.67e-02 E=1.06e-02 Dyn=8.13e-01 | eig-ratio-L2=1.568e-01 axis-align=0.895
[89] train=4.6152e-02 | val=5.6448e-02 | L=4.62e-02 E=1.02e-02 Dyn=7.47e-01 | eig-ratio-L2=1.560e-01 axis-align=0.888
[90] train=4.6513e-02 | val=5.8672e-02 | L=4.77e-02 E=1.10e-02 Dyn=7.92e-01 | eig-ratio-L2=1.575e-01 axis-align=0.887
[91] train=4.6132e-02 | val=5.7481e-02 | L=4.63e-02 E=1.12e-02 Dyn=8.08e-01 | eig-ratio-L2=1.566e-01 axis-align=0.892
[92] train=4.5637e-02 | val=5.8589e-02 | L=4.74e-02 E=1.12e-02 Dyn=7.99e-01 | eig-ratio-L2=1.564e-01 axis-align=0.886
[93] train=4.5313e-02 | val=5.8122e-02 | L=4.75e-02 E=1.06e-02 Dyn=8.08e-01 | eig-ratio-L2=1.577e-01 axis-align=0.883
[94] train=4.5743e-02 | val=5.8571e-02 | L=4.74e-02 E=1.12e-02 Dyn=7.74e-01 | eig-ratio-L2=1.550e-01 axis-align=0.886
[95] train=4.5390e-02 | val=5.6825e-02 | L=4.67e-02 E=1.02e-02 Dyn=7.64e-01 | eig-ratio-L2=1.537e-01 axis-align=0.892
[96] train=4.5800e-02 | val=5.8938e-02 | L=4.78e-02 E=1.12e-02 Dyn=8.03e-01 | eig-ratio-L2=1.558e-01 axis-align=0.881
[97] train=4.4577e-02 | val=5.9057e-02 | L=4.73e-02 E=1.18e-02 Dyn=7.75e-01 | eig-ratio-L2=1.547e-01 axis-align=0.889
[98] train=4.5182e-02 | val=5.7702e-02 | L=4.71e-02 E=1.06e-02 Dyn=8.01e-01 | eig-ratio-L2=1.578e-01 axis-align=0.885
[99] train=4.5095e-02 | val=5.6744e-02 | L=4.60e-02 E=1.07e-02 Dyn=7.83e-01 | eig-ratio-L2=1.550e-01 axis-align=0.891
[100] train=4.5156e-02 | val=5.7109e-02 | L=4.60e-02 E=1.11e-02 Dyn=7.76e-01 | eig-ratio-L2=1.565e-01 axis-align=0.889
[101] train=4.4465e-02 | val=5.7431e-02 | L=4.67e-02 E=1.08e-02 Dyn=7.74e-01 | eig-ratio-L2=1.536e-01 axis-align=0.889
[102] train=4.5115e-02 | val=5.7305e-02 | L=4.64e-02 E=1.09e-02 Dyn=7.60e-01 | eig-ratio-L2=1.562e-01 axis-align=0.892
[103] train=4.4250e-02 | val=5.7483e-02 | L=4.66e-02 E=1.09e-02 Dyn=7.48e-01 | eig-ratio-L2=1.520e-01 axis-align=0.887
[104] train=4.4661e-02 | val=5.7344e-02 | L=4.65e-02 E=1.08e-02 Dyn=7.64e-01 | eig-ratio-L2=1.539e-01 axis-align=0.891
[105] train=4.3932e-02 | val=5.7304e-02 | L=4.61e-02 E=1.12e-02 Dyn=7.45e-01 | eig-ratio-L2=1.556e-01 axis-align=0.888
[106] train=4.4370e-02 | val=5.4479e-02 | L=4.48e-02 E=9.69e-03 Dyn=7.23e-01 | eig-ratio-L2=1.546e-01 axis-align=0.890
[107] train=4.3988e-02 | val=5.7053e-02 | L=4.70e-02 E=1.00e-02 Dyn=7.02e-01 | eig-ratio-L2=1.519e-01 axis-align=0.881
[108] train=4.3875e-02 | val=5.7780e-02 | L=4.68e-02 E=1.10e-02 Dyn=7.97e-01 | eig-ratio-L2=1.526e-01 axis-align=0.894
[109] train=4.3781e-02 | val=5.8970e-02 | L=4.70e-02 E=1.20e-02 Dyn=7.72e-01 | eig-ratio-L2=1.545e-01 axis-align=0.892
[110] train=4.3995e-02 | val=5.6521e-02 | L=4.61e-02 E=1.05e-02 Dyn=7.23e-01 | eig-ratio-L2=1.551e-01 axis-align=0.889
[111] train=4.3850e-02 | val=5.7224e-02 | L=4.65e-02 E=1.07e-02 Dyn=7.54e-01 | eig-ratio-L2=1.542e-01 axis-align=0.889
[112] train=4.4485e-02 | val=5.6753e-02 | L=4.57e-02 E=1.11e-02 Dyn=7.69e-01 | eig-ratio-L2=1.535e-01 axis-align=0.896
[113] train=4.3162e-02 | val=5.7099e-02 | L=4.63e-02 E=1.08e-02 Dyn=7.49e-01 | eig-ratio-L2=1.530e-01 axis-align=0.893
[114] train=4.3607e-02 | val=5.7334e-02 | L=4.67e-02 E=1.06e-02 Dyn=7.44e-01 | eig-ratio-L2=1.535e-01 axis-align=0.886
[115] train=4.3718e-02 | val=5.8532e-02 | L=4.77e-02 E=1.08e-02 Dyn=6.89e-01 | eig-ratio-L2=1.517e-01 axis-align=0.871
[116] train=4.3896e-02 | val=5.8814e-02 | L=4.71e-02 E=1.17e-02 Dyn=7.82e-01 | eig-ratio-L2=1.539e-01 axis-align=0.890
[117] train=4.3061e-02 | val=5.6463e-02 | L=4.56e-02 E=1.09e-02 Dyn=6.97e-01 | eig-ratio-L2=1.527e-01 axis-align=0.891
[118] train=4.3154e-02 | val=5.8267e-02 | L=4.67e-02 E=1.16e-02 Dyn=7.21e-01 | eig-ratio-L2=1.531e-01 axis-align=0.888
[119] train=4.3276e-02 | val=5.6601e-02 | L=4.58e-02 E=1.08e-02 Dyn=7.35e-01 | eig-ratio-L2=1.529e-01 axis-align=0.882
[120] train=4.2785e-02 | val=5.6740e-02 | L=4.63e-02 E=1.04e-02 Dyn=7.41e-01 | eig-ratio-L2=1.541e-01 axis-align=0.884
[121] train=4.3050e-02 | val=5.8739e-02 | L=4.78e-02 E=1.10e-02 Dyn=7.57e-01 | eig-ratio-L2=1.536e-01 axis-align=0.893
[122] train=4.2666e-02 | val=5.7274e-02 | L=4.62e-02 E=1.11e-02 Dyn=7.29e-01 | eig-ratio-L2=1.520e-01 axis-align=0.894
[123] train=4.2790e-02 | val=5.8191e-02 | L=4.70e-02 E=1.11e-02 Dyn=7.83e-01 | eig-ratio-L2=1.539e-01 axis-align=0.891
[124] train=4.2891e-02 | val=5.9951e-02 | L=4.84e-02 E=1.15e-02 Dyn=7.48e-01 | eig-ratio-L2=1.495e-01 axis-align=0.883
[125] train=4.2757e-02 | val=5.6205e-02 | L=4.55e-02 E=1.07e-02 Dyn=7.01e-01 | eig-ratio-L2=1.533e-01 axis-align=0.889
[126] train=4.2210e-02 | val=5.6286e-02 | L=4.56e-02 E=1.07e-02 Dyn=7.13e-01 | eig-ratio-L2=1.512e-01 axis-align=0.887
[127] train=4.2208e-02 | val=5.6295e-02 | L=4.58e-02 E=1.04e-02 Dyn=7.02e-01 | eig-ratio-L2=1.540e-01 axis-align=0.888
[128] train=4.2337e-02 | val=5.6941e-02 | L=4.61e-02 E=1.09e-02 Dyn=6.88e-01 | eig-ratio-L2=1.499e-01 axis-align=0.893
[129] train=4.2616e-02 | val=5.5785e-02 | L=4.54e-02 E=1.04e-02 Dyn=7.51e-01 | eig-ratio-L2=1.531e-01 axis-align=0.891
[130] train=4.1949e-02 | val=5.8418e-02 | L=4.74e-02 E=1.10e-02 Dyn=6.77e-01 | eig-ratio-L2=1.494e-01 axis-align=0.886
[131] train=4.2390e-02 | val=5.8347e-02 | L=4.68e-02 E=1.16e-02 Dyn=7.15e-01 | eig-ratio-L2=1.519e-01 axis-align=0.892
[132] train=4.1997e-02 | val=5.7735e-02 | L=4.63e-02 E=1.14e-02 Dyn=7.39e-01 | eig-ratio-L2=1.525e-01 axis-align=0.891
[133] train=4.1890e-02 | val=5.6770e-02 | L=4.64e-02 E=1.04e-02 Dyn=7.61e-01 | eig-ratio-L2=1.506e-01 axis-align=0.888
[134] train=4.2057e-02 | val=5.7837e-02 | L=4.64e-02 E=1.14e-02 Dyn=7.54e-01 | eig-ratio-L2=1.517e-01 axis-align=0.887
[135] train=4.1970e-02 | val=5.7243e-02 | L=4.65e-02 E=1.08e-02 Dyn=7.13e-01 | eig-ratio-L2=1.522e-01 axis-align=0.893
[136] train=4.2439e-02 | val=5.8876e-02 | L=4.72e-02 E=1.16e-02 Dyn=7.58e-01 | eig-ratio-L2=1.505e-01 axis-align=0.887
[137] train=4.1750e-02 | val=5.8062e-02 | L=4.70e-02 E=1.11e-02 Dyn=6.68e-01 | eig-ratio-L2=1.500e-01 axis-align=0.885
[138] train=4.1839e-02 | val=5.6767e-02 | L=4.59e-02 E=1.08e-02 Dyn=7.22e-01 | eig-ratio-L2=1.529e-01 axis-align=0.888
[139] train=4.0986e-02 | val=5.8024e-02 | L=4.72e-02 E=1.09e-02 Dyn=7.20e-01 | eig-ratio-L2=1.511e-01 axis-align=0.886
[140] train=4.1835e-02 | val=5.5959e-02 | L=4.57e-02 E=1.03e-02 Dyn=6.59e-01 | eig-ratio-L2=1.526e-01 axis-align=0.888
[141] train=4.1583e-02 | val=5.6103e-02 | L=4.57e-02 E=1.04e-02 Dyn=7.10e-01 | eig-ratio-L2=1.527e-01 axis-align=0.889
[142] train=4.1570e-02 | val=5.6657e-02 | L=4.59e-02 E=1.07e-02 Dyn=6.57e-01 | eig-ratio-L2=1.504e-01 axis-align=0.889
[143] train=4.1037e-02 | val=5.6251e-02 | L=4.57e-02 E=1.05e-02 Dyn=6.82e-01 | eig-ratio-L2=1.503e-01 axis-align=0.888
[144] train=4.1160e-02 | val=5.6398e-02 | L=4.58e-02 E=1.06e-02 Dyn=7.05e-01 | eig-ratio-L2=1.512e-01 axis-align=0.885
[145] train=4.1732e-02 | val=5.5565e-02 | L=4.53e-02 E=1.03e-02 Dyn=7.31e-01 | eig-ratio-L2=1.502e-01 axis-align=0.889
[146] train=4.1255e-02 | val=5.8336e-02 | L=4.66e-02 E=1.17e-02 Dyn=7.35e-01 | eig-ratio-L2=1.521e-01 axis-align=0.885
[147] train=4.0512e-02 | val=5.8056e-02 | L=4.67e-02 E=1.13e-02 Dyn=7.12e-01 | eig-ratio-L2=1.513e-01 axis-align=0.890
[148] train=4.0617e-02 | val=5.7356e-02 | L=4.65e-02 E=1.08e-02 Dyn=6.75e-01 | eig-ratio-L2=1.464e-01 axis-align=0.886
[149] train=4.1309e-02 | val=5.6000e-02 | L=4.56e-02 E=1.04e-02 Dyn=7.11e-01 | eig-ratio-L2=1.514e-01 axis-align=0.890
[150] train=4.0752e-02 | val=5.8910e-02 | L=4.77e-02 E=1.12e-02 Dyn=7.27e-01 | eig-ratio-L2=1.490e-01 axis-align=0.895
[151] train=4.0559e-02 | val=5.7068e-02 | L=4.61e-02 E=1.10e-02 Dyn=7.15e-01 | eig-ratio-L2=1.506e-01 axis-align=0.888
[152] train=4.0525e-02 | val=5.6563e-02 | L=4.59e-02 E=1.06e-02 Dyn=6.74e-01 | eig-ratio-L2=1.507e-01 axis-align=0.892
[153] train=4.0540e-02 | val=5.6776e-02 | L=4.59e-02 E=1.08e-02 Dyn=7.17e-01 | eig-ratio-L2=1.504e-01 axis-align=0.886
[154] train=4.0732e-02 | val=5.7535e-02 | L=4.65e-02 E=1.11e-02 Dyn=6.60e-01 | eig-ratio-L2=1.500e-01 axis-align=0.890
[155] train=4.1023e-02 | val=5.6089e-02 | L=4.57e-02 E=1.04e-02 Dyn=7.42e-01 | eig-ratio-L2=1.513e-01 axis-align=0.891
[156] train=4.0118e-02 | val=5.6630e-02 | L=4.61e-02 E=1.05e-02 Dyn=6.63e-01 | eig-ratio-L2=1.498e-01 axis-align=0.891
[157] train=4.0013e-02 | val=5.7326e-02 | L=4.62e-02 E=1.11e-02 Dyn=7.24e-01 | eig-ratio-L2=1.508e-01 axis-align=0.887
[158] train=4.0319e-02 | val=5.9712e-02 | L=4.73e-02 E=1.24e-02 Dyn=7.38e-01 | eig-ratio-L2=1.518e-01 axis-align=0.889
[159] train=4.0216e-02 | val=5.7847e-02 | L=4.67e-02 E=1.12e-02 Dyn=7.17e-01 | eig-ratio-L2=1.508e-01 axis-align=0.890
[160] train=4.0620e-02 | val=5.7401e-02 | L=4.66e-02 E=1.08e-02 Dyn=6.51e-01 | eig-ratio-L2=1.509e-01 axis-align=0.889
[161] train=4.0421e-02 | val=5.6469e-02 | L=4.61e-02 E=1.04e-02 Dyn=6.85e-01 | eig-ratio-L2=1.507e-01 axis-align=0.891
[162] train=4.0188e-02 | val=5.8910e-02 | L=4.74e-02 E=1.15e-02 Dyn=7.39e-01 | eig-ratio-L2=1.509e-01 axis-align=0.883
[163] train=4.0638e-02 | val=5.7017e-02 | L=4.61e-02 E=1.09e-02 Dyn=6.51e-01 | eig-ratio-L2=1.489e-01 axis-align=0.887
[164] train=3.9917e-02 | val=5.7231e-02 | L=4.63e-02 E=1.09e-02 Dyn=6.90e-01 | eig-ratio-L2=1.489e-01 axis-align=0.888
[165] train=4.0358e-02 | val=5.8898e-02 | L=4.72e-02 E=1.17e-02 Dyn=6.71e-01 | eig-ratio-L2=1.492e-01 axis-align=0.893
[166] train=3.9923e-02 | val=5.7734e-02 | L=4.62e-02 E=1.15e-02 Dyn=7.16e-01 | eig-ratio-L2=1.475e-01 axis-align=0.886
[167] train=4.0077e-02 | val=5.6365e-02 | L=4.57e-02 E=1.07e-02 Dyn=6.88e-01 | eig-ratio-L2=1.492e-01 axis-align=0.889
[168] train=3.9774e-02 | val=5.5613e-02 | L=4.54e-02 E=1.02e-02 Dyn=6.87e-01 | eig-ratio-L2=1.518e-01 axis-align=0.891
[169] train=4.0487e-02 | val=5.6774e-02 | L=4.63e-02 E=1.05e-02 Dyn=7.03e-01 | eig-ratio-L2=1.496e-01 axis-align=0.887
[170] train=3.9555e-02 | val=5.6841e-02 | L=4.60e-02 E=1.08e-02 Dyn=6.59e-01 | eig-ratio-L2=1.472e-01 axis-align=0.890
[171] train=3.9970e-02 | val=5.6551e-02 | L=4.57e-02 E=1.08e-02 Dyn=7.19e-01 | eig-ratio-L2=1.529e-01 axis-align=0.896
[172] train=3.9603e-02 | val=5.6438e-02 | L=4.57e-02 E=1.08e-02 Dyn=6.80e-01 | eig-ratio-L2=1.516e-01 axis-align=0.894
[173] train=3.9217e-02 | val=5.8304e-02 | L=4.67e-02 E=1.16e-02 Dyn=6.66e-01 | eig-ratio-L2=1.467e-01 axis-align=0.889
[174] train=4.0111e-02 | val=5.7004e-02 | L=4.63e-02 E=1.07e-02 Dyn=6.82e-01 | eig-ratio-L2=1.511e-01 axis-align=0.894
[175] train=3.9849e-02 | val=5.8309e-02 | L=4.69e-02 E=1.14e-02 Dyn=7.97e-01 | eig-ratio-L2=1.527e-01 axis-align=0.891
[176] train=3.9519e-02 | val=5.4657e-02 | L=4.48e-02 E=9.89e-03 Dyn=6.50e-01 | eig-ratio-L2=1.496e-01 axis-align=0.888
[177] train=3.9451e-02 | val=5.7183e-02 | L=4.62e-02 E=1.10e-02 Dyn=6.34e-01 | eig-ratio-L2=1.483e-01 axis-align=0.892
[178] train=3.8948e-02 | val=5.8090e-02 | L=4.68e-02 E=1.13e-02 Dyn=6.91e-01 | eig-ratio-L2=1.507e-01 axis-align=0.891
[179] train=3.9260e-02 | val=5.7837e-02 | L=4.60e-02 E=1.18e-02 Dyn=6.45e-01 | eig-ratio-L2=1.480e-01 axis-align=0.889
[180] train=3.9518e-02 | val=5.6870e-02 | L=4.62e-02 E=1.07e-02 Dyn=7.11e-01 | eig-ratio-L2=1.463e-01 axis-align=0.888
[181] train=3.9081e-02 | val=5.7235e-02 | L=4.63e-02 E=1.09e-02 Dyn=7.08e-01 | eig-ratio-L2=1.492e-01 axis-align=0.894
[182] train=3.9039e-02 | val=5.8242e-02 | L=4.70e-02 E=1.12e-02 Dyn=7.04e-01 | eig-ratio-L2=1.479e-01 axis-align=0.889
[183] train=3.9133e-02 | val=5.8448e-02 | L=4.67e-02 E=1.18e-02 Dyn=6.50e-01 | eig-ratio-L2=1.496e-01 axis-align=0.892
[184] train=3.8585e-02 | val=5.8803e-02 | L=4.72e-02 E=1.16e-02 Dyn=7.27e-01 | eig-ratio-L2=1.495e-01 axis-align=0.888
[185] train=3.8944e-02 | val=5.6729e-02 | L=4.59e-02 E=1.08e-02 Dyn=6.65e-01 | eig-ratio-L2=1.478e-01 axis-align=0.881
[186] train=3.8878e-02 | val=5.9138e-02 | L=4.74e-02 E=1.18e-02 Dyn=7.28e-01 | eig-ratio-L2=1.486e-01 axis-align=0.889
[187] train=3.9453e-02 | val=5.8054e-02 | L=4.66e-02 E=1.15e-02 Dyn=6.82e-01 | eig-ratio-L2=1.489e-01 axis-align=0.888
[188] train=3.8236e-02 | val=5.5452e-02 | L=4.51e-02 E=1.04e-02 Dyn=6.55e-01 | eig-ratio-L2=1.459e-01 axis-align=0.886
[189] train=3.9038e-02 | val=5.7051e-02 | L=4.59e-02 E=1.11e-02 Dyn=6.69e-01 | eig-ratio-L2=1.492e-01 axis-align=0.892
[190] train=3.8945e-02 | val=5.6819e-02 | L=4.56e-02 E=1.12e-02 Dyn=6.37e-01 | eig-ratio-L2=1.461e-01 axis-align=0.893
[191] train=3.8630e-02 | val=5.6950e-02 | L=4.61e-02 E=1.08e-02 Dyn=6.80e-01 | eig-ratio-L2=1.473e-01 axis-align=0.888
[192] train=3.8289e-02 | val=5.8190e-02 | L=4.71e-02 E=1.10e-02 Dyn=7.06e-01 | eig-ratio-L2=1.465e-01 axis-align=0.892
[193] train=3.8480e-02 | val=5.8705e-02 | L=4.71e-02 E=1.16e-02 Dyn=6.98e-01 | eig-ratio-L2=1.458e-01 axis-align=0.890
[194] train=3.8872e-02 | val=5.9450e-02 | L=4.70e-02 E=1.25e-02 Dyn=6.78e-01 | eig-ratio-L2=1.485e-01 axis-align=0.892
[195] train=3.8742e-02 | val=5.8811e-02 | L=4.72e-02 E=1.16e-02 Dyn=6.66e-01 | eig-ratio-L2=1.466e-01 axis-align=0.892
[196] train=3.8591e-02 | val=5.5971e-02 | L=4.53e-02 E=1.07e-02 Dyn=6.87e-01 | eig-ratio-L2=1.478e-01 axis-align=0.892
[197] train=3.7849e-02 | val=5.7956e-02 | L=4.65e-02 E=1.14e-02 Dyn=7.09e-01 | eig-ratio-L2=1.478e-01 axis-align=0.888
[198] train=3.8449e-02 | val=5.7825e-02 | L=4.63e-02 E=1.15e-02 Dyn=7.07e-01 | eig-ratio-L2=1.476e-01 axis-align=0.895
[199] train=3.8492e-02 | val=5.9532e-02 | L=4.74e-02 E=1.21e-02 Dyn=6.83e-01 | eig-ratio-L2=1.474e-01 axis-align=0.888
[200] train=3.8362e-02 | val=5.8009e-02 | L=4.68e-02 E=1.12e-02 Dyn=6.99e-01 | eig-ratio-L2=1.494e-01 axis-align=0.891
[201] train=3.8400e-02 | val=5.8853e-02 | L=4.70e-02 E=1.19e-02 Dyn=6.94e-01 | eig-ratio-L2=1.475e-01 axis-align=0.891
[202] train=3.8011e-02 | val=5.7065e-02 | L=4.63e-02 E=1.08e-02 Dyn=6.40e-01 | eig-ratio-L2=1.481e-01 axis-align=0.887
[203] train=3.8135e-02 | val=5.8405e-02 | L=4.71e-02 E=1.13e-02 Dyn=6.40e-01 | eig-ratio-L2=1.476e-01 axis-align=0.886
[204] train=3.8353e-02 | val=5.8777e-02 | L=4.70e-02 E=1.18e-02 Dyn=6.71e-01 | eig-ratio-L2=1.485e-01 axis-align=0.887
[205] train=3.8005e-02 | val=5.7990e-02 | L=4.68e-02 E=1.12e-02 Dyn=6.78e-01 | eig-ratio-L2=1.464e-01 axis-align=0.887
[206] train=3.7968e-02 | val=5.7758e-02 | L=4.63e-02 E=1.14e-02 Dyn=6.95e-01 | eig-ratio-L2=1.475e-01 axis-align=0.886
[207] train=3.7740e-02 | val=5.6841e-02 | L=4.57e-02 E=1.12e-02 Dyn=7.00e-01 | eig-ratio-L2=1.471e-01 axis-align=0.888
[208] train=3.7404e-02 | val=6.0194e-02 | L=4.82e-02 E=1.20e-02 Dyn=7.03e-01 | eig-ratio-L2=1.478e-01 axis-align=0.891
[209] train=3.7561e-02 | val=5.8727e-02 | L=4.74e-02 E=1.14e-02 Dyn=6.48e-01 | eig-ratio-L2=1.467e-01 axis-align=0.890
[210] train=3.8358e-02 | val=5.7254e-02 | L=4.66e-02 E=1.06e-02 Dyn=6.83e-01 | eig-ratio-L2=1.482e-01 axis-align=0.890
[211] train=3.8140e-02 | val=5.7409e-02 | L=4.63e-02 E=1.12e-02 Dyn=6.66e-01 | eig-ratio-L2=1.482e-01 axis-align=0.893
[212] train=3.7399e-02 | val=5.9027e-02 | L=4.74e-02 E=1.16e-02 Dyn=6.77e-01 | eig-ratio-L2=1.460e-01 axis-align=0.893
[213] train=3.7164e-02 | val=5.8441e-02 | L=4.71e-02 E=1.14e-02 Dyn=6.80e-01 | eig-ratio-L2=1.465e-01 axis-align=0.884
[214] train=3.7432e-02 | val=6.0421e-02 | L=4.77e-02 E=1.27e-02 Dyn=7.04e-01 | eig-ratio-L2=1.488e-01 axis-align=0.891
[215] train=3.7839e-02 | val=5.8124e-02 | L=4.71e-02 E=1.11e-02 Dyn=6.77e-01 | eig-ratio-L2=1.444e-01 axis-align=0.886
[216] train=3.8620e-02 | val=5.8892e-02 | L=4.70e-02 E=1.19e-02 Dyn=6.54e-01 | eig-ratio-L2=1.468e-01 axis-align=0.891
[217] train=3.7611e-02 | val=5.8424e-02 | L=4.67e-02 E=1.17e-02 Dyn=6.90e-01 | eig-ratio-L2=1.451e-01 axis-align=0.884
[218] train=3.7424e-02 | val=5.7961e-02 | L=4.67e-02 E=1.13e-02 Dyn=6.92e-01 | eig-ratio-L2=1.461e-01 axis-align=0.892
[219] train=3.7035e-02 | val=5.9167e-02 | L=4.70e-02 E=1.21e-02 Dyn=6.53e-01 | eig-ratio-L2=1.466e-01 axis-align=0.894
[220] train=3.7357e-02 | val=5.9006e-02 | L=4.69e-02 E=1.21e-02 Dyn=7.17e-01 | eig-ratio-L2=1.476e-01 axis-align=0.892
[221] train=3.7212e-02 | val=5.8427e-02 | L=4.71e-02 E=1.13e-02 Dyn=6.45e-01 | eig-ratio-L2=1.457e-01 axis-align=0.888
[222] train=3.7421e-02 | val=5.6957e-02 | L=4.60e-02 E=1.09e-02 Dyn=7.15e-01 | eig-ratio-L2=1.491e-01 axis-align=0.890
[223] train=3.7460e-02 | val=5.7188e-02 | L=4.68e-02 E=1.04e-02 Dyn=6.93e-01 | eig-ratio-L2=1.486e-01 axis-align=0.891
[224] train=3.8165e-02 | val=5.8062e-02 | L=4.69e-02 E=1.12e-02 Dyn=6.92e-01 | eig-ratio-L2=1.472e-01 axis-align=0.892
[225] train=3.7295e-02 | val=5.8296e-02 | L=4.67e-02 E=1.16e-02 Dyn=6.60e-01 | eig-ratio-L2=1.453e-01 axis-align=0.891
[226] train=3.7385e-02 | val=5.6626e-02 | L=4.59e-02 E=1.08e-02 Dyn=6.71e-01 | eig-ratio-L2=1.492e-01 axis-align=0.890
[227] train=3.7465e-02 | val=6.0763e-02 | L=4.81e-02 E=1.27e-02 Dyn=7.05e-01 | eig-ratio-L2=1.465e-01 axis-align=0.888
[228] train=3.7352e-02 | val=6.2996e-02 | L=4.99e-02 E=1.31e-02 Dyn=7.38e-01 | eig-ratio-L2=1.466e-01 axis-align=0.888
[229] train=3.6795e-02 | val=5.9127e-02 | L=4.72e-02 E=1.20e-02 Dyn=6.90e-01 | eig-ratio-L2=1.457e-01 axis-align=0.891
[230] train=3.7241e-02 | val=5.7080e-02 | L=4.60e-02 E=1.11e-02 Dyn=6.48e-01 | eig-ratio-L2=1.465e-01 axis-align=0.893
[231] train=3.7532e-02 | val=5.7535e-02 | L=4.66e-02 E=1.10e-02 Dyn=6.98e-01 | eig-ratio-L2=1.471e-01 axis-align=0.887
[232] train=3.7037e-02 | val=5.7810e-02 | L=4.65e-02 E=1.14e-02 Dyn=6.89e-01 | eig-ratio-L2=1.450e-01 axis-align=0.892
[233] train=3.6939e-02 | val=6.0287e-02 | L=4.82e-02 E=1.21e-02 Dyn=7.19e-01 | eig-ratio-L2=1.482e-01 axis-align=0.893
[234] train=3.6995e-02 | val=5.7834e-02 | L=4.68e-02 E=1.11e-02 Dyn=7.15e-01 | eig-ratio-L2=1.468e-01 axis-align=0.889
[235] train=3.6543e-02 | val=6.0244e-02 | L=4.76e-02 E=1.26e-02 Dyn=6.68e-01 | eig-ratio-L2=1.444e-01 axis-align=0.893
[236] train=3.7584e-02 | val=5.7566e-02 | L=4.62e-02 E=1.13e-02 Dyn=6.85e-01 | eig-ratio-L2=1.464e-01 axis-align=0.896
[237] train=3.6695e-02 | val=5.8311e-02 | L=4.67e-02 E=1.16e-02 Dyn=6.96e-01 | eig-ratio-L2=1.439e-01 axis-align=0.887
[238] train=3.7279e-02 | val=5.7916e-02 | L=4.65e-02 E=1.14e-02 Dyn=6.72e-01 | eig-ratio-L2=1.454e-01 axis-align=0.890
[239] train=3.6628e-02 | val=5.9090e-02 | L=4.71e-02 E=1.20e-02 Dyn=6.92e-01 | eig-ratio-L2=1.465e-01 axis-align=0.892
[240] train=3.7335e-02 | val=5.8554e-02 | L=4.72e-02 E=1.14e-02 Dyn=6.93e-01 | eig-ratio-L2=1.463e-01 axis-align=0.892
[241] train=3.6607e-02 | val=5.9015e-02 | L=4.73e-02 E=1.17e-02 Dyn=7.07e-01 | eig-ratio-L2=1.469e-01 axis-align=0.885
[242] train=3.6029e-02 | val=6.0419e-02 | L=4.84e-02 E=1.20e-02 Dyn=7.03e-01 | eig-ratio-L2=1.480e-01 axis-align=0.888
[243] train=3.6597e-02 | val=5.8432e-02 | L=4.68e-02 E=1.16e-02 Dyn=6.93e-01 | eig-ratio-L2=1.456e-01 axis-align=0.895
[244] train=3.6535e-02 | val=5.9009e-02 | L=4.75e-02 E=1.15e-02 Dyn=6.87e-01 | eig-ratio-L2=1.472e-01 axis-align=0.891
[245] train=3.6363e-02 | val=6.0786e-02 | L=4.82e-02 E=1.26e-02 Dyn=7.11e-01 | eig-ratio-L2=1.466e-01 axis-align=0.892
[246] train=3.6734e-02 | val=5.9803e-02 | L=4.77e-02 E=1.21e-02 Dyn=6.84e-01 | eig-ratio-L2=1.452e-01 axis-align=0.891
[247] train=3.6271e-02 | val=5.8696e-02 | L=4.73e-02 E=1.14e-02 Dyn=6.65e-01 | eig-ratio-L2=1.451e-01 axis-align=0.895
[248] train=3.6343e-02 | val=5.9489e-02 | L=4.77e-02 E=1.18e-02 Dyn=7.10e-01 | eig-ratio-L2=1.464e-01 axis-align=0.890
[249] train=3.6367e-02 | val=5.9729e-02 | L=4.77e-02 E=1.20e-02 Dyn=6.77e-01 | eig-ratio-L2=1.445e-01 axis-align=0.896
[250] train=3.6708e-02 | val=5.7874e-02 | L=4.68e-02 E=1.11e-02 Dyn=6.88e-01 | eig-ratio-L2=1.461e-01 axis-align=0.892
[251] train=3.6066e-02 | val=6.2897e-02 | L=4.89e-02 E=1.40e-02 Dyn=6.59e-01 | eig-ratio-L2=1.457e-01 axis-align=0.889
[252] train=3.6484e-02 | val=6.0485e-02 | L=4.80e-02 E=1.25e-02 Dyn=6.90e-01 | eig-ratio-L2=1.475e-01 axis-align=0.893
[253] train=3.6017e-02 | val=6.0159e-02 | L=4.83e-02 E=1.18e-02 Dyn=6.76e-01 | eig-ratio-L2=1.459e-01 axis-align=0.888
[254] train=3.6369e-02 | val=6.2366e-02 | L=4.94e-02 E=1.30e-02 Dyn=7.65e-01 | eig-ratio-L2=1.490e-01 axis-align=0.887
[255] train=3.6329e-02 | val=6.0193e-02 | L=4.84e-02 E=1.18e-02 Dyn=6.63e-01 | eig-ratio-L2=1.445e-01 axis-align=0.887
